epoch,accuracy,loss,val_accuracy,val_loss
0,0.5540541,0.6908064065752803,0.6301369667053223,0.6806335563529028
1,0.5540541,0.6876785014126752,0.6301369667053223,0.6744083925469281
2,0.5540541,0.6850869494515497,0.6301369667053223,0.669312058246299
3,0.5540541,0.6832973618765135,0.6301369667053223,0.6679158896616061
4,0.5540541,0.6808028768848728,0.6301369667053223,0.6640682089818667
5,0.5540541,0.6780794472307772,0.6301369667053223,0.6615936633658736
6,0.5540541,0.6735688899014447,0.6301369667053223,0.65801846327847
7,0.5540541,0.6704087595681887,0.6301369667053223,0.6569298987519251
8,0.5540541,0.6656586044543499,0.6301369667053223,0.656235252341179
9,0.5540541,0.6593849127357071,0.6301369667053223,0.654816061666567
10,0.5743243,0.6532789468765259,0.6849315166473389,0.6513590167646539
11,0.6216216,0.6475703474637624,0.6301369667053223,0.6498011334301674
12,0.6756757,0.6393532994631175,0.6301369667053223,0.6530449537381734
13,0.6824324,0.6331107584205834,0.6027397513389587,0.6500820068463887
14,0.6959459,0.6202266022965714,0.5753424763679504,0.6482305788014033
15,0.7027027,0.6112606090468329,0.5753424763679504,0.6425773607541437
16,0.6891892,0.6010293138993753,0.5753424763679504,0.6424608826637268
17,0.7027027,0.587883561044126,0.6027397513389587,0.6548898399692692
18,0.7094595,0.5719835146053417,0.6027397513389587,0.6583947163738616
19,0.7094595,0.5576363576425089,0.5890411138534546,0.6537128752225065
20,0.722973,0.5415632531449601,0.6027397513389587,0.653490670739788
21,0.7162162,0.5222318140236107,0.6438356041908264,0.6742784666688475
22,0.7567568,0.5144964158535004,0.6301369667053223,0.6958594060923955
23,0.7905405,0.49461006796037826,0.6438356041908264,0.6815344650451451
24,0.75,0.47245920026624527,0.6438356041908264,0.6995506727532165
25,0.7837838,0.46098522640563344,0.6027397513389587,0.7303302467685856
26,0.7972973,0.4505497539365614,0.6438356041908264,0.7249495615697887
27,0.7972973,0.42722768880225515,0.5753424763679504,0.757601648977358
28,0.8175676,0.4208762661830799,0.5616438388824463,0.7694819038861418
29,0.8108108,0.40924350232691376,0.6027397513389587,0.7701036970909327
30,0.8243243,0.3830886330153491,0.6164383292198181,0.776004386274782
31,0.8581081,0.3683743098297635,0.5753424763679504,0.8344035924297489
32,0.8513514,0.36810968534366506,0.6301369667053223,0.8102729843087393
33,0.8648649,0.3522022124883291,0.6164383292198181,0.8504329911650044
34,0.8513514,0.35169746102513494,0.6027397513389587,0.8615985814839193
35,0.8648649,0.32136277894716003,0.5616438388824463,0.9043009975185133
36,0.8716216,0.318678463632996,0.6027397513389587,0.8996912461437591
37,0.8851351,0.321142003342912,0.6164383292198181,0.89253413024014
38,0.8851351,0.2801382807460991,0.5479452013969421,1.0404153637690088
39,0.8716216,0.31201001800395345,0.5890411138534546,0.9990215170873354
40,0.8783784,0.277175830828177,0.6301369667053223,0.8809608514994791
41,0.8783784,0.28851110629133275,0.5890411138534546,0.9853284554938747
42,0.9121622,0.25403335650224945,0.5890411138534546,1.006067305395048
43,0.9189189,0.2562910930530445,0.6164383292198181,0.9018048121504587
44,0.9054054,0.23091242844994003,0.5890411138534546,1.058890417830585
45,0.9189189,0.24293343360359604,0.5890411138534546,1.085009854133815
46,0.9324324,0.21916687569102725,0.6027397513389587,1.0205752849578857
47,0.9054054,0.23627677479305784,0.6027397513389587,1.0369717143986323
48,0.9256757,0.1968571285943727,0.5753424763679504,1.1606326642101759
49,0.9189189,0.22813329664436546,0.6027397513389587,1.1412330318803656
50,0.9256757,0.20535644606964007,0.6575342416763306,1.0201675075374237
51,0.9054054,0.2148977514054324,0.5890411138534546,1.150035214750734
52,0.9324324,0.17798162875948725,0.6027397513389587,1.135087156132476
53,0.9459459,0.1704274295149623,0.6301369667053223,1.0478883802074275
54,0.9391892,0.1834640752624821,0.6027397513389587,1.1819542376962426
55,0.9391892,0.18991920070068255,0.6027397513389587,1.1503863301995683
56,0.9662162,0.15016229531249484,0.6164383292198181,1.165062082140413
57,0.9459459,0.13975938167926427,0.6027397513389587,1.2138102446516899
58,0.9527027,0.1397301389558895,0.6027397513389587,1.2349106048884457
59,0.9864865,0.12108894558371724,0.6164383292198181,1.221450045500716
60,0.972973,0.13923878323387456,0.6164383292198181,1.2563918118607509
61,0.972973,0.12420198643529737,0.6164383292198181,1.2930974682716474
62,0.972973,0.13420957951126872,0.6164383292198181,1.3702782621122387
63,0.9797297,0.11066600478984215,0.6164383292198181,1.3277142113202238
64,0.972973,0.10787727502552238,0.6164383292198181,1.3266097388855398
65,0.972973,0.09613933635724557,0.6301369667053223,1.4133229410811647
66,0.9797297,0.09554028188860095,0.6027397513389587,1.4613384792249497
67,0.9864865,0.09211721563258686,0.6027397513389587,1.379721276564141
68,0.9864865,0.08029142948421272,0.6027397513389587,1.396709339259422
69,0.972973,0.08770400527361277,0.6027397513389587,1.462163694917339
70,0.972973,0.09606238545195477,0.6027397513389587,1.4974438327632538
71,0.972973,0.09083292693705172,0.6027397513389587,1.4671785251735008
72,0.9864865,0.0762642046084275,0.6027397513389587,1.497898627633918
73,0.972973,0.0910255365275048,0.6164383292198181,1.5382013802659023
74,0.9932432,0.052240813503394254,0.5890411138534546,1.6222153354997504
75,1.0,0.04982230389440382,0.5753424763679504,1.5720713261055619
76,0.9932432,0.05892859399318695,0.5890411138534546,1.5583819640825873
77,0.9797297,0.07835656082307971,0.5890411138534546,1.7903590096186286
78,0.9932432,0.04733706039150019,0.5890411138534546,1.6700006617258674
79,0.9932432,0.06553493299194284,0.5890411138534546,1.6773965562859627
